run_id,episode,epsilon,total_reward,mean_reward_nonreg_low,mean_reward_nonreg_mod,mean_reward_reg_low,mean_reward_reg_mod
20260127-143418,0,0.0995,-2.9488947738681723,-0.9870178278057118,-0.9878725512151436,0.19981677545358384,0.3006262166331851
20260127-143418,1,0.09900250000000001,-2.9484124688794404,-0.9870178278057118,-0.9878725512151436,0.19981677545358384,0.30086736912755097
20260127-143418,2,0.0985074875,-3.0489292932957923,-0.9870178278057118,-0.9878725512151436,0.19981677545358384,0.25060895691937507
20260127-143418,3,0.09801495006250001,-2.948929293295792,-0.9870178278057118,-0.9878725512151436,0.19981677545358384,0.30060895691937506
20260127-143418,4,0.09752487531218751,-3.1497739575518926,-0.9862087449360387,-0.9878725512151436,0.19981677545358384,0.19937754192165202
20260127-143418,5,0.09703725093562657,-3.0513921232912384,-0.9370178278057119,-0.9878725512151436,0.19981677545358384,0.19937754192165202
20260127-143418,6,0.09655206468094843,-2.848929293295792,-0.9370178278057119,-0.9878725512151436,0.19981677545358384,0.30060895691937506
20260127-143418,7,0.09606930435754368,-3.151392123291238,-0.9870178278057118,-0.9878725512151436,0.19981677545358384,0.19937754192165202
20260127-143418,8,0.09558895783575597,-2.9452088276177055,-0.9370178278057119,-0.9862707305842755,0.19981677545358384,0.250867369127551
20260127-143418,9,0.09511101304657718,-3.152554776978252,-0.9870178278057118,-0.9870634683454704,0.19842636574040423,0.19937754192165202
20260127-143418,10,0.09463545798134429,-2.9468778578931487,-0.986233262598756,-0.9878725512151436,0.19981677545358384,0.3008501094137409
20260127-143418,11,0.09416228069143756,-4.234266316177404,-0.9870178278057118,-0.9878725512151436,0.19981677545358384,-0.342059554521431
20260127-143418,12,0.09369146928798038,-5.316651400211322,-0.9862332625987561,-0.9870634683454704,-0.34131870792272606,-0.3437102612387086
20260127-143418,13,0.09322301194154048,-2.8539521638211727,-0.939770415562768,-0.9878725512151436,0.19981677545358384,0.3008501094137409
20260127-143418,14,0.09275689688183278,-2.9467146980579555,-0.9862087449360387,-0.9878725512151436,0.3013464052005525,0.19937754192165202
20260127-143418,15,0.09229311239742362,-3.1481721369210245,-0.9862169174902778,-0.9870634683454704,0.19981677545358384,0.19937754192165202
20260127-143418,16,0.0918316468354365,-4.233201434663211,-0.986225090044517,-0.9878725512151436,0.19981677545358384,-0.342319851525529
20260127-143418,17,0.09137248860125932,-2.9484124688794404,-0.9870178278057118,-0.9878725512151436,0.19981677545358384,0.30086736912755097
20260127-143418,18,0.09091562615825302,-2.8435489562714027,-0.9862169174902778,-0.9878725512151436,0.251447621442169,0.30086736912755097
20260127-143418,19,0.09046104802746176,-2.9497903026603707,-0.9362169174902778,-0.9378725512151436,0.19981677545358384,0.19937754192165202
20260127-143418,20,0.09000874278732444,-4.343333715400314,-0.9897704155627679,-0.9870716408997096,-0.3928119334461525,0.19798713220847244
20260127-143418,21,0.08955869907338782,-2.9465866613986353,-0.9362087449360388,-0.9362789031385146,0.19981677545358384,0.19937754192165202
20260127-143418,22,0.08911090557802087,-2.945984158311614,-0.9870178278057118,-0.9878725512151436,0.19981677545358384,0.30208152441146396
20260127-143418,23,0.08866535105013076,-3.1482375173549375,-0.986233262598756,-0.9870798134539487,0.19981677545358384,0.19937754192165202
20260127-143418,24,0.08822202429488012,-1.5584695484714732,-0.1905565403958291,-0.9878725512151436,0.19981677545358384,0.19937754192165202
20260127-143418,25,0.08778091417340572,-2.9452433470453254,-0.9862250900445169,-0.9370634683454704,0.19981677545358384,0.250850109413741
20260127-143418,26,0.0873420096025387,-2.53977212209204,-0.9362087449360388,-0.9870879860081878,0.25132914548674246,0.40208152441146394
20260127-143418,27,0.086905299554526,-3.151392123291238,-0.9870178278057118,-0.9878725512151436,0.19981677545358384,0.19937754192165202
20260127-143418,28,0.08647077305675337,-3.043527401904697,-0.9862087449360387,-0.9862789031385146,0.2513464052005525,0.19937754192165202
20260127-143418,29,0.0860384191914696,-3.0473256434542613,-0.9870178278057118,-0.9870879860081878,0.19981677545358384,0.25062621663318513
20260127-143418,30,0.08560822709551225,-2.7426663925401193,-0.9362250900445169,-0.9870634683454704,0.2513464052005525,0.30060895691937506
20260127-143418,31,0.08518018596003468,-2.8404215400442427,-0.9353996620663656,-0.9854779928230807,0.19981677545358384,0.3008501094137409
20260127-143418,32,0.08475428503023451,-3.1497739575518926,-0.9870178278057118,-0.9870634683454704,0.19981677545358384,0.19937754192165202
20260127-143418,33,0.08433051360508334,-4.233663090043858,-0.9870178278057118,-0.9878725512151436,-0.34131870792272606,0.19937754192165202
20260127-143418,34,0.08390886103705793,-1.4522066477157998,-0.18976380263463416,-0.9870634683454704,0.2513464052005525,0.19937754192165202
20260127-143418,35,0.08348931673187264,-2.643820427609876,-0.9870178278057118,-0.9370716408997095,0.30132914548674244,0.3008501094137409
20260127-143418,36,0.08307187014821328,-3.0494955174843144,-0.9870178278057118,-0.9870634683454704,0.2499559954873729,0.19937754192165202
20260127-143418,37,0.08265651079747222,-3.149790302660371,-0.9870178278057118,-0.9870716408997096,0.19981677545358384,0.19937754192165202
20260127-143418,38,0.08224322824348486,-2.9478174718188708,-0.9870178278057118,-0.9878725512151436,0.30299451090294766,0.19798713220847242
20260127-143418,39,0.08183201210226744,-3.045001185876245,-0.9854160071748439,-0.9362789031385147,0.19981677545358384,0.19937754192165202
20260127-143418,40,0.0814228520417561,-3.0506180529412,-0.989770415562768,-0.9862625580300364,0.2513464052005525,0.19937754192165202
20260127-143418,41,0.08101573778154732,-3.148204827137981,-0.986233262598756,-0.9870634683454704,0.19981677545358384,0.19937754192165202
20260127-143418,42,0.08061065909263958,-3.1498229928773274,-0.9870178278057118,-0.9870879860081878,0.19981677545358384,0.19937754192165202
20260127-143418,43,0.08020760579717638,-5.316212990273025,-0.9870178278057118,-0.9878725512151436,-0.3928119334461525,-0.29040418266950463
20260127-143418,44,0.0798065677681905,-3.1449848407677674,-0.984623269413649,-0.9870634683454704,0.19981677545358384,0.19937754192165202
20260127-143418,45,0.07940753492934956,-3.145017530984723,-0.9854241797290829,-0.9862789031385146,0.19981677545358384,0.19937754192165202
20260127-143418,46,0.07901049725470281,-3.0483328637973015,-0.9870178278057118,-0.9878725512151436,0.2513464052005525,0.19937754192165202
20260127-143418,47,0.0786154447684293,-4.028564212901795,-0.985432352283322,-0.9370634683454704,-0.29116382774375726,0.19937754192165202
20260127-143418,48,0.07822236754458715,-1.3560067184760272,-0.1905565403958291,-0.9878725512151436,0.19981677545358384,0.30060895691937506
20260127-143418,49,0.07783125570686422,-3.041990670458155,-0.9862087449360387,-0.9854534751603633,0.19981677545358384,0.250850109413741
20260127-143418,50,0.0774420994283299,-2.8498711680863806,-0.9889613326930948,-0.9878725512151436,0.19981677545358384,0.352081524411464
20260127-143418,51,0.07705488893118825,-3.046586661398635,-0.9370178278057119,-0.9854698202688416,0.19981677545358384,0.19937754192165202
20260127-143418,52,0.07666961448653231,-2.9457238228233935,-0.986225090044517,-0.9870798134539487,0.19981677545358384,0.3006262166331851
20260127-143418,53,0.07628626641409965,-3.0513921232912384,-0.9370178278057119,-0.9878725512151436,0.19981677545358384,0.19937754192165202
20260127-143418,54,0.07590483508202915,-2.6427478268329225,-0.9362087449360387,-0.9870634683454704,0.19981677545358384,0.40208152441146394
20260127-143418,55,0.075525310906619,-3.9263275885112323,-0.9854078346206048,-0.9370634683454704,-0.34131870792272606,0.3006262166331851
20260127-143418,56,0.07514768435208591,-4.128984148098578,-0.9853996620663656,-0.9370716408997095,0.19981677545358384,-0.3418375465367973
20260127-143418,57,0.07477194593032548,-4.2335112802628885,-0.986233262598756,-0.9370879860081878,-0.3928119334461525,0.19937754192165202
20260127-143418,58,0.07439808620067385,-2.5457426383045667,-0.935424179729083,-0.9398160561025265,0.2500744714427994,0.3522944452365267
20260127-143418,59,0.07402609576967048,-4.128824937934298,-0.9362087449360387,-0.9870716408997096,-0.3405096250530529,0.19937754192165202
20260127-143418,60,0.07365596529082213,-3.0465539711816785,-0.9862087449360387,-0.9362625580300363,0.19981677545358384,0.19937754192165202
20260127-143418,61,0.07328768546436802,-2.7472766081288267,-0.9862087449360387,-0.8878725512151435,0.19981677545358384,0.3006262166331851
20260127-143418,62,0.07292124703704618,-5.2094055342487415,-0.9346150968594098,-0.9354779928230808,-0.34131870792272606,-0.39329096951915404
20260127-143418,63,0.07255664080186094,-2.842487491344701,-0.985432352283322,-0.9362543854757973,0.19981677545358384,0.3006262166331851
20260127-143418,64,0.07219385759785164,-2.943290449993844,-0.9346150968594098,-0.9878725512151436,0.251464881155979,0.19937754192165202
20260127-143418,65,0.07183288830986238,-4.230618658946401,-0.9862169174902778,-0.9870716408997096,0.19981677545358384,-0.3418375465367973
20260127-143418,66,0.07147372386831308,-3.1497739575518926,-0.9870178278057118,-0.9870634683454704,0.19981677545358384,0.19937754192165202
20260127-143418,67,0.07111635524897152,-2.237097665334968,-0.9862087449360387,-0.9370716408997095,-0.341081756011873,1.1458133091801375
20260127-143418,68,0.07076077347272666,-4.3331926028096435,-0.9870178278057118,-0.9870634683454704,-0.3918925471752919,0.19937754192165202
20260127-143418,69,0.07040696960536302,-2.845725652034056,-0.9370178278057119,-0.9862707305842755,0.19981677545358384,0.30060895691937506
20260127-143418,70,0.0700549347573362,-2.841064571909251,-0.9870178278057118,-0.9854698202688414,0.2513464052005525,0.30060895691937506
20260127-143418,71,0.06970466008354953,-3.048172136921025,-0.9362087449360388,-0.9870716408997096,0.19981677545358384,0.19937754192165202
20260127-143418,72,0.06935613678313178,-2.738778013806419,-0.9346232694136489,-0.9870634683454704,0.30144762144216897,0.250850109413741
20260127-143418,73,0.06900935609921612,-3.041748509289074,-0.9838141865439758,-0.9362543854757973,0.19981677545358384,0.19937754192165202
20260127-143418,74,0.06866430931872003,-3.0536609673266586,-0.989770415562768,-0.9362543854757973,0.19981677545358384,0.19937754192165202
20260127-143418,75,0.06832098777212643,-4.030950379616573,-0.9362087449360388,-0.9870634683454704,0.30132914548674244,-0.3935321220135199
20260127-143418,76,0.0679793828332658,-2.8464777461471016,-0.9870178278057118,-0.9370634683454704,0.301464881155979,0.19937754192165202
20260127-143418,77,0.06763948591909946,-4.036535160212825,-0.9853996620663656,-0.9406251389721996,0.19981677545358384,-0.29205955452143095
20260127-143418,78,0.06730128848950397,-2.9449358054423325,-0.9362087449360388,-0.9354534751603633,0.19981677545358384,0.19937754192165202
20260127-143418,79,0.06696478204705644,-0.7402325746706029,-0.138257305639237,-0.14059265115395758,-0.3918925471752919,0.3006262166331851
20260127-143418,80,0.06662995813682115,-2.845667601318622,-0.9870178278057118,-0.9878725512151436,0.30144762144216897,0.25060895691937507
20260127-143418,81,0.06629680834613705,-1.3552141574295211,-0.9862087449360387,-0.09059265115395759,0.19981677545358384,0.19937754192165202
20260127-143418,82,0.06596532430440637,-3.1536773124351365,-0.9862087449360387,-0.9898242286567656,0.19981677545358384,0.19937754192165202
20260127-143418,83,0.06563549768288433,-3.9293322138772266,-0.9362087449360387,-0.9362543854757973,-0.3928119334461525,0.30060895691937506
20260127-143418,84,0.06530732019446991,-3.047311127556447,-0.9862087449360387,-0.9878725512151436,0.19981677545358384,0.25060895691937507
20260127-143418,85,0.06498078359349757,-2.8465539711816783,-0.9362087449360388,-0.8862625580300365,0.19981677545358384,0.19937754192165202
20260127-143418,86,0.06465587967553008,-3.1481721369210245,-0.9862087449360387,-0.9870716408997096,0.19981677545358384,0.19937754192165202
20260127-143418,87,0.06433260027715243,-3.8266024398972673,-0.9870178278057118,-0.9878725512151436,-0.3405096250530529,0.402098784125274
20260127-143418,88,0.06401093727576666,-2.9424711462362225,-0.9862087449360387,-0.9854698202688414,0.19981677545358384,0.3006262166331851
20260127-143418,89,0.06369088258938783,-2.7427478268329226,-0.9362087449360388,-0.9870634683454704,0.19981677545358384,0.352081524411464
20260127-143418,90,0.0633724281764409,-3.1465703162901564,-0.9854160071748439,-0.9870634683454704,0.19981677545358384,0.19937754192165202
20260127-143418,91,0.06305556603555869,-3.144968495659289,-0.9846069243051707,-0.9870716408997096,0.19981677545358384,0.19937754192165202
20260127-143418,92,0.0627402882053809,-2.3328243986226624,-0.9862087449360387,-0.9370634683454704,0.2513464052005525,0.5055136087696255
20260127-143418,93,0.062426586764353996,-4.228370795808561,-0.9854160071748438,-0.9370634683454704,-0.3910834643056188,0.19937754192165202
20260127-143418,94,0.062114453830532226,0.23931023802111273,-0.1905565403958291,-0.08898265796885041,0.19981677545358384,0.19937754192165202
20260127-143418,95,0.061803881561379566,-3.1481557918125462,-0.9853996620663656,-0.9878725512151436,0.19981677545358384,0.19937754192165202
20260127-143418,96,0.061494862153572666,0.3445541776246317,-0.886225090044517,-0.9854698202688414,0.19981677545358384,1.8441552236720908
20260127-143418,97,0.0611873878428048,-2.6363173906105506,-0.1384219432096686,-0.9862625580300364,0.19981677545358384,-0.39329096951915404
20260127-143418,98,0.060881450903590775,-3.0465539711816785,-0.9862087449360387,-0.9362625580300364,0.19981677545358384,0.19937754192165202
20260127-143418,99,0.06057704364907282,-3.7199112905977607,-0.9854241797290829,-0.9362789031385146,-0.2388615193506577,0.30060895691937506
20260127-143418,100,0.06027415843082746,-3.1450011858762457,-0.9846150968594098,-0.9870798134539487,0.19981677545358384,0.19937754192165202
20260127-143418,101,0.05997278763867332,-2.842489320555364,-0.9846069243051707,-0.9370634683454704,0.19981677545358384,0.30060895691937506
20260127-143418,102,0.059672923700479955,-2.9452106568283685,-0.9853996620663656,-0.9878725512151436,0.19981677545358384,0.3008501094137409
20260127-143418,103,0.05937455908197756,-2.739446406169905,-0.9862087449360387,-0.9354698202688414,0.2513464052005525,0.30060895691937506
20260127-143418,104,0.05907768628656767,-3.044935805442332,-0.9854078346206048,-0.9362543854757973,0.19981677545358384,0.19937754192165202
20260127-143418,105,0.05878229785513483,-2.843592491089023,-0.9353996620663656,-0.9370634683454704,0.19981677545358384,0.250850109413741
20260127-143418,106,0.05848838636585915,-2.845210656828369,-0.9362087449360388,-0.9870634683454704,0.19981677545358384,0.3008501094137409
20260127-143418,107,0.05819594443402985,-2.7363060248818303,-0.9346069243051707,-0.9854616477146024,0.19981677545358384,0.35209878412527407
20260127-143418,108,0.057904964711859706,0.3403707317331695,-0.13906638850891012,-0.13978356828428445,0.19981677545358384,0.2492185472061955
20260127-143418,109,0.05761543988830041,-3.8285547269396956,-0.9853996620663656,-0.9898160561025264,-0.23968786193414093,0.3006262166331851
20260127-143418,110,0.05732736268885891,-3.0465539711816785,-0.9362087449360388,-0.9862625580300364,0.19981677545358384,0.19937754192165202
20260127-143418,111,0.05704072587541461,-2.6348254442752284,-0.9853996620663656,-0.9862625580300364,0.35364054103941295,0.30060895691937506
20260127-143418,112,0.05675552224603753,-4.231095066654575,-0.9853996620663656,-0.9862543854757972,0.19842636574040423,-0.342319851525529
20260127-143418,113,0.05647174463480734,-2.9452106568283685,-0.9862087449360387,-0.9870634683454704,0.19981677545358384,0.3008501094137409
20260127-143418,114,0.056189385911633305,-2.6457256520340566,-0.8870178278057119,-0.9362707305842756,0.19981677545358384,0.30060895691937506
20260127-143418,115,0.05590843898207514,-2.6468106482485734,-0.8862169174902779,-0.9378725512151436,0.19981677545358384,0.30086736912755097
20260127-143418,116,0.05562889678716477,-4.128346937445173,-0.9854078346206048,-0.9362625580300364,0.19981677545358384,-0.342319851525529
20260127-143418,117,0.055350752303228945,-1.4504250406453947,-0.9853996620663656,-0.13900717563156778,0.19981677545358384,0.19937754192165202
20260127-143418,118,0.0550739985417128,-3.0465376260732002,-0.9353996620663656,-0.9870634683454704,0.19981677545358384,0.19937754192165202
20260127-143418,119,0.05479862854900423,-3.9272462590469637,-0.935424179729083,-0.9362543854757973,-0.3928119334461525,0.30086736912755097
20260127-143418,120,0.05452463540625921,-2.6448702414719873,-0.9862087449360387,-0.9378725512151436,0.19981677545358384,0.401829399961605
20260127-143418,121,0.05425201222922791,-3.0465539711816785,-0.9862087449360387,-0.9362625580300363,0.19981677545358384,0.19937754192165202
20260127-143418,122,0.05398075216808177,-3.146553971181678,-0.9862087449360387,-0.9862625580300364,0.19981677545358384,0.19937754192165202
20260127-143418,123,0.053710848407241364,-2.3337783054692336,-0.9353996620663656,-0.08978356828428447,-0.3410834643056188,0.19937754192165202
20260127-143418,124,0.053442294165205156,-3.92637845304733,-0.9370178278057119,-0.9862625580300364,-0.34051779760729206,0.30060895691937506
20260127-143418,125,0.05317508269437913,-2.944040276650134,-0.9862087449360387,-0.9862543854757972,0.19981677545358384,0.3006262166331851
20260127-143418,126,0.052909207280907235,-2.841943755592971,-0.9354078346206047,-0.9862707305842755,0.30132914548674244,0.19937754192165202
20260127-143418,127,0.0526446612445027,-2.229250313912581,-0.9862087449360387,-0.13945985079291628,0.301464881155979,-0.2904214423833147
20260127-143418,128,0.052381437938280186,-3.04324141466841,-0.9853996620663656,-0.9870634683454704,0.251464881155979,0.19937754192165202
20260127-143418,129,0.052119530748588785,-2.845227001936847,-0.9370178278057119,-0.9862625580300364,0.19981677545358384,0.3008501094137409
20260127-143418,130,0.05185893309484584,-3.049367480824994,-0.935424179729083,-0.9870634683454704,0.19981677545358384,0.19798713220847242
20260127-143418,131,0.05159963842937161,-1.049768462537581,-0.03699056263583855,-0.8870879860081877,0.19981677545358384,0.19937754192165202
20260127-143418,132,0.051341640237224755,-3.043448400570812,-0.9362169174902779,-0.9847016001703639,0.19981677545358384,0.19937754192165202
20260127-143418,133,0.05108493203603863,-2.6476749192617355,-0.9362087449360388,-0.8870634683454705,0.30005721172898936,0.19937754192165202
20260127-143418,134,0.05082950737585844,-2.9465376260732006,-0.8862087449360387,-0.9862543854757972,0.19981677545358384,0.19937754192165202
20260127-143418,135,0.05057535983897914,-4.031890425196497,-0.9354078346206047,-0.9898242286567656,0.2513464052005525,-0.342059554521431
20260127-143418,136,0.050322483039784247,-1.4568677278406055,-0.1405565403958291,-0.9870716408997096,0.19981677545358384,0.19937754192165202
20260127-143418,137,0.050070870624585324,-3.150473671173401,-0.9846150968594098,-0.9898160561025264,0.19981677545358384,0.19937754192165202
20260127-143418,138,0.049820516271462396,-2.9497739575518924,-0.9370178278057119,-0.9370634683454704,0.19981677545358384,0.19937754192165202
20260127-143418,139,0.049571413690105086,-4.22669608148887,-0.9853996620663656,-0.9862543854757972,0.19981677545358384,-0.34151076865585583
20260127-143418,140,0.04932355662165456,-2.742520181561658,-0.8862169174902779,-0.9854861653773197,0.19981677545358384,0.3006262166331851
20260127-143418,141,0.04907693883854629,-2.940852980496877,-0.9854160071748438,-0.9854534751603633,0.19981677545358384,0.3006262166331851
20260127-143418,142,0.048831554144353556,-3.0493347906080377,-0.9362169174902779,-0.9862543854757972,0.19981677545358384,0.19798713220847242
20260127-143418,143,0.04858739637363179,-1.4536123367986526,-0.9862169174902777,-0.13978356828428445,0.19981677545358384,0.19937754192165202
20260127-143418,144,0.04834445939176363,-2.6464777461471023,-0.8870178278057119,-0.9370634683454704,0.301464881155979,0.19937754192165202
20260127-143418,145,0.04810273709480481,-4.028351034112592,-0.9854078346206047,-0.8870634683454705,-0.341081756011873,0.19937754192165202
20260127-143418,146,0.04786222340933079,-5.203663469335099,-0.9846314419678881,-0.9854534751603633,-0.23821469552577856,-0.3935321220135199
20260127-143418,147,0.04762291229228413,-3.144952150550811,-0.9854078346206048,-0.9862625580300364,0.19981677545358384,0.19937754192165202
20260127-143418,148,0.04738479773082271,-3.1418138897229877,-0.985424179729083,-0.9846770825076466,0.19981677545358384,0.19937754192165202
20260127-143418,149,0.04714787374216859,-2.846586661398635,-0.8862087449360387,-0.9362789031385147,0.19981677545358384,0.19937754192165202
20260127-143418,150,0.046912134373457745,-1.249637053375628,-0.1384219432096686,-0.9370634683454704,0.19981677545358384,0.250850109413741
20260127-143418,151,0.04667757370159046,-1.3488395651230052,-0.9354160071748439,-0.1381980927618946,0.19981677545358384,0.19937754192165202
20260127-143418,152,0.046444185833082505,-2.9466030065071136,-0.935424179729083,-0.9370716408997095,0.19981677545358384,0.19937754192165202
20260127-143418,153,0.046211964903917095,-2.9403888498272868,-0.9853996620663656,-0.9854616477146024,0.19981677545358384,0.3008501094137409
20260127-143418,154,0.04598090507939751,-2.7479569568271085,-0.9853996620663656,-0.8878725512151435,0.19842636574040423,0.30086736912755097
20260127-143418,155,0.045751000554000526,-3.1489045407594896,-0.9854160071748438,-0.9882305805801367,0.19981677545358384,0.19937754192165202
20260127-143418,156,0.04552224555123052,-3.041748509289074,-0.9338141865439757,-0.9862543854757972,0.19981677545358384,0.19937754192165202
20260127-143418,157,0.04529463432347437,-3.1449684956592883,-0.9854160071748438,-0.9862625580300364,0.19981677545358384,0.19937754192165202
20260127-143418,158,0.045068161151857,-2.8408366353883983,-0.9345987517509315,-0.9862625580300364,0.19981677545358384,0.3006262166331851
20260127-143418,159,0.04484282034609772,-2.7400886379427725,-0.9354160071748439,-0.9354534751603634,0.30144762144216897,0.19937754192165202
20260127-143418,160,0.04461860624436723,-2.845066566310158,-0.9354405248375612,-0.8862870756927538,0.19981677545358384,0.19937754192165202
20260127-143418,161,0.044395513213145395,-2.8449104449438547,-0.9362169174902779,-0.9370634683454704,0.251447621442169,0.19937754192165202
20260127-143418,162,0.04417353564707967,-3.044935805442332,-0.9853996620663656,-0.9362625580300364,0.19981677545358384,0.19937754192165202
20260127-143418,163,0.04395266796884427,-1.0496457568232078,-0.8862169174902779,-0.13903169329428516,0.19981677545358384,0.30060895691937506
20260127-143418,164,0.04373290462900005,-3.0465703162901567,-0.9862169174902777,-0.9362625580300364,0.19981677545358384,0.19937754192165202
20260127-143418,165,0.04351424010585505,-2.8481721369210247,-0.9370178278057119,-0.8862625580300364,0.19981677545358384,0.19937754192165202
20260127-143418,166,0.043296668905325776,-1.2550365165779722,-0.9889613326930948,-0.1389826579688504,0.19981677545358384,0.30060895691937506
20260127-143418,167,0.04308018556079915,-2.8522707381081656,-0.988969505247334,-0.9378725512151436,0.30132914548674244,0.19937754192165202
20260127-143418,168,0.04286478463299515,-0.945246661318217,-0.9854078346206048,-0.14059265115395758,0.19981677545358384,0.45356037966186985
20260127-143418,169,0.042650460709830175,-1.4559302161595067,-0.9873676846164658,-0.13979174083852358,0.19981677545358384,0.19937754192165202
20260127-143418,170,0.04243720840628103,-2.536247974166396,-0.9354078346206047,-0.9862625580300364,0.301464881155979,0.352081524411464
20260127-143418,171,0.042225022364249624,-2.7391001696019193,-0.9862169174902777,-0.9354616477146024,0.19981677545358384,0.35231170495033676
20260127-143418,172,0.04201389725242838,-3.142927508084566,-0.9845987517509316,-0.9846689099534074,0.19981677545358384,0.19798713220847244
20260127-143418,173,0.041803827766166236,-2.745208827617705,-0.9362169174902778,-0.9370716408997095,0.19981677545358384,0.30086736912755097
20260127-143418,174,0.0415948086273354,-3.1401466886582066,-0.9845987517509316,-0.9846689099534074,0.19981677545358384,0.19937754192165202
20260127-143418,175,0.04138683458419873,-3.1520754918042684,-0.988969505247334,-0.9862625580300364,0.19981677545358384,0.19937754192165202
20260127-143418,176,0.04117990041127773,-1.1459042516693265,-0.9853996620663656,-0.1394680233471554,0.19981677545358384,0.352098784125274
20260127-143418,177,0.04097400090922134,-4.123986785824737,-0.9337978414354975,-0.9870634683454704,-0.3405096250530529,0.19937754192165202
20260127-143418,178,0.04076913090467523,-2.8391492049273537,-0.985432352283322,-0.9862707305842755,0.19981677545358384,0.35231170495033676
20260127-143418,179,0.04056528525015186,-0.9504929286953925,-0.03781690521932174,-0.8878725512151435,0.19981677545358384,0.25062621663318513
20260127-143418,180,0.0403624588239011,-2.8441056570840475,-0.9354078346206047,-0.9870879860081878,0.19981677545358384,0.3006262166331851
20260127-143418,181,0.04016064652978159,-3.1433830201368993,-0.9854078346206047,-0.9854779928230807,0.19981677545358384,0.19937754192165202
20260127-143418,182,0.03995984329713268,-2.331837712488218,-0.13894654721072192,-0.9862625580300364,-0.2913187079227261,0.25060895691937507
20260127-143418,183,0.03976004408064702,-2.7385966796520833,-0.9845987517509316,-0.9370716408997095,0.3529945109029477,0.19937754192165202
20260127-143418,184,0.03956124386024378,-2.946635696724069,-0.9354323522833221,-0.9370798134539486,0.19981677545358384,0.19937754192165202
20260127-143418,185,0.039363437640942564,-2.7449431351608107,-0.935424179729083,-0.9378725512151436,0.30144762144216897,0.19937754192165202
20260127-143418,186,0.03916662045273785,-2.6457074777149154,-0.8854241797290829,-0.9378725512151436,0.19981677545358384,0.3006262166331851
20260127-143418,187,0.03897078735047416,-2.935226627469823,-0.9846069243051707,-0.9846525648449292,0.19981677545358384,0.301829399961605
20260127-143418,188,0.03877593341372179,-1.2515876943324074,-0.8846150968594098,-0.1389826579688504,0.19842636574040423,0.19937754192165202
20260127-143418,189,0.03858205374665318,1.937419709778995,-0.13824730387433432,0.7077628413885959,0.19981677545358384,0.19937754192165202
20260127-143418,190,0.03838914347791991,-1.14620061023145,-0.9853996620663656,-0.13979174083852358,0.301464881155979,0.25062621663318513
20260127-143418,191,0.038197197760530315,-1.0449498660211947,-0.9354078346206047,-0.08898265796885041,0.19981677545358384,0.302098784125274
20260127-143418,192,0.038006211771727666,-1.3536286819071313,-0.9362087449360388,-0.1397999133927627,0.19981677545358384,0.19937754192165202
20260127-143418,193,0.037816180712869026,-1.045920596777804,-0.9346069243051707,-0.1402689336625894,0.19981677545358384,0.35209878412527407
20260127-143418,194,0.03762709980930468,-1.4520105161677845,-0.9854160071748438,-0.13978356828428445,0.19981677545358384,0.19937754192165202
20260127-143418,195,0.03743896431025816,-3.927027481455252,-0.9846069243051707,-0.9370634683454704,-0.34269345749072594,0.3008501094137409
20260127-143418,196,0.037251769488706864,-2.5452270019368473,-0.8362169174902778,-0.9370634683454704,0.19981677545358384,0.3008501094137409
20260127-143418,197,0.03706551064126333,-3.0433666750284205,-0.9846150968594098,-0.9362625580300363,0.19981677545358384,0.19937754192165202
20260127-143418,198,0.03688018308805701,-1.0498064283319752,-0.08745639532380295,-0.8878725512151435,0.19981677545358384,0.25060895691937507
20260127-143418,199,0.03669578217261672,-3.140179378875163,-0.9846069243051707,-0.9846770825076465,0.19981677545358384,0.19937754192165202
